day,date,TA,TB,tdiff,Dept_A,Dept_B,Dest_A,Dest_B,FB_pc,cruise_pc,Distance,dev,FB_solo,FB_form,lon1,lat1,lon2,lat2,lon3,lat3,lon4,lat4,lon5,lat5,lon6,lat6
Mon,012115,2115,2115,0.18367,ATL,ATL,AMS,BRU,8.797,92.6234,7105.4435,39.0806,84772.2997,77314.8704,-84.4281,33.6367,-84.4281,33.6367,-82.5292,35.2808,1.5362,53.033,4.7639,52.3086,4.4844,50.9014
Mon,010010,0010,0120,2.3397,ATL,BWI,BCN,LHR,7.0849,72.5114,6699.553,205.7967,79341.5714,73720.2794,-84.4281,33.6367,-76.6683,39.1754,-74.3065,40.4693,-11.739,50.2438,2.0785,41.2971,-0.46139,51.4775
Mon,012330,2330,2330,2.7742e-05,CVG,CVG,CDG,FCO,8.836,86.0726,7216.4486,35.1356,83741.9473,76342.5242,-84.6678,39.0488,-84.6678,39.0488,-82.4514,40.485,-0.080136,49.8247,2.55,49.0128,12.2508,41.8045
Mon,010135,0135,2350,2.7292,BOS,CVG,ZRH,FRA,7.9955,75.8378,6253.6846,54.6596,84549.2195,77789.0735,-71.0052,42.3643,-84.6678,39.0488,-67.3455,44.142,-3.0051,50.6242,8.5492,47.4647,-0.19028,50.0264
Mon,012330,2330,2210,0.19769,ATL,DFW,FCO,FRA,7.6752,79.0339,8119.2675,263.1625,92660.3879,85548.5322,-84.4281,33.6367,-97.038,32.8968,-82.67,37.2018,-0.20399,50.7353,12.2508,41.8045,2.55,50.0264
Mon,012005,2005,1945,2.7806,DEN,DFW,LHR,LHR,7.6789,82.1021,8279.2137,245.087,129151.4152,119234.041,-104.6732,39.8617,-97.038,32.8968,-92.9852,43.8314,6.4574,53.1071,11.7861,51.4775,8.5431,51.4775
Mon,012105,2105,2210,3.955,ATL,DTW,MXP,DUS,6.0226,80.1796,6942.0797,196.4839,84465.66,79378.5977,-84.4281,33.6367,-83.3534,42.2124,-79.8476,42.9883,-3.2739,52.0293,8.7281,45.6306,-0.46139,51.2895
Mon,012300,2300,2235,2.3795,BOS,EWR,SNN,AMS,7.9609,78.5647,5267.2906,20.1198,67850.2878,62448.818,-71.0052,42.3643,-74.1687,40.6925,-68.2322,43.8134,-12.3124,53.0689,-8.9248,52.702,4.7639,52.3086
Mon,012140,2140,2130,4.895,BDL,EWR,AMS,ATH,7.94,76.263,6862.5267,84.7289,62285.6713,57340.1732,-72.6832,41.9389,-74.1687,40.6925,-70.4412,43.2842,1.7852,52.965,4.7639,52.3086,23.9445,37.9364
Mon,012310,2310,2305,5,EWR,EWR,BCN,DUB,5.7196,80.1127,5834.1766,367.2752,43883.6436,41373.6802,-74.1687,40.6925,-74.1687,40.6925,-71.9716,42.0393,-9.4467,53.8052,2.0785,41.2971,-6.2701,53.4213
Mon,011950,1950,2035,4.1666,DTW,EWR,LHR,DUS,4.8473,85.9245,6397.8218,162.2082,90763.0409,86363.4455,-83.3534,42.2124,-74.1687,40.6925,-71.5991,44.5439,5.7575,52.2736,8.5431,51.4775,6.7668,51.2895
Mon,012205,2205,2140,2.2552,BOS,EWR,LHR,FCO,8.1758,78.6547,6114.602,98.8667,104328.3651,95798.635,-71.0052,42.3643,-74.1687,40.6925,-68.6861,43.5947,-3.1976,51.9951,-0.46139,51.4775,12.2508,41.8045
Mon,012140,2140,2325,4.8419,ATL,EWR,CPH,FRA,6.3989,75.9691,6880.5298,159.93,74645.3276,69868.8765,-84.4281,33.6367,-74.1687,40.6925,-71.7042,42.4142,0.68434,55.359,12.656,55.6179,8.5431,50.0264
Mon,010025,0025,0030,4.8517,EWR,EWR,LGW,MAD,1.2676,83.4306,6108.7429,838.2354,51345.5888,50694.7104,-74.1687,40.6925,-74.1687,40.6925,-71.4979,42.2285,-3.1324,51.7266,-0.19028,51.1481,-3.5668,40.4936
Mon,012300,2300,2305,5,EWR,EWR,BHX,ORY,8.2954,87.8906,5682.3884,64.3814,43881.0849,40240.9918,-74.1687,40.6925,-74.1687,40.6925,-71.9614,42.0297,-4.8082,52.9648,-1.748,52.4539,2.3594,48.7253
Mon,012350,2350,2350,2.374e-05,EWR,EWR,EDI,OSL,6.9278,84.0988,5700.7305,223.6855,43421.4492,40413.2862,-74.1687,40.6925,-74.1687,40.6925,-72.0983,42.1493,-6.7595,56.3194,-3.3725,55.95,11.1004,60.1939
Mon,012330,2330,2325,5,EWR,EWR,MAN,SNN,8.4676,87.0906,5187.1315,23.0428,40323.1372,36908.7356,-74.1687,40.6925,-74.1687,40.6925,-71.9268,41.9963,-12.0585,53.0507,-2.275,53.3537,-8.9248,52.702
Mon,012015,2015,2150,4.63,ATL,EWR,MUC,TXL,6.7215,80.7561,7099.5848,109.8163,69418.8452,64752.8713,-84.4281,33.6367,-74.1687,40.6925,-72.0039,42.0688,6.095,51.8908,11.7861,48.3538,13.2877,52.5597
