day,date,TA,TB,tdiff,Dept_A,Dept_B,Dest_A,Dest_B,FB_pc,cruise_pc,Distance,dev,FB_solo,FB_form,lon1,lat1,lon2,lat2,lon3,lat3,lon4,lat4,lon5,lat5,lon6,lat6
Mon,011405,1405,2145,219.1912,SHJ,MAA,SIN,SIN,5.5863,58.7044,4385.379,11.3267,104094.2224,98279.192,55.5172,25.3286,80.1805,12.9944,81.6198,12.3542,102.5686,2.0878,103.9944,1.3502,103.9944,1.3502
Mon,011405,1405,0355,518.2552,SHJ,RGN,SIN,SIN,1.0826,22.8465,3952.4932,138.0774,85425.992,84501.1522,55.5172,25.3286,96.1332,16.9073,97.6448,9.0972,102.813,2.808,103.9944,1.3502,103.9944,1.3502
Mon,011405,1405,0945,100.0517,SHJ,ZRH,SIN,SIN,2.4962,66.9338,8210.3828,280.1466,200346.881,195345.8536,55.5172,25.3286,8.5492,47.4647,57.1779,25.6,102.5171,2.2636,103.9944,1.3502,103.9944,1.3502
Mon,011405,1405,0955,102.5919,SHJ,MXP,SIN,SIN,6.3054,66.6131,8185.874,227.6246,157643.5062,147703.4578,55.5172,25.3286,8.7281,45.6306,57.1217,24.8097,102.3778,2.3368,103.9944,1.3502,103.9944,1.3502
Mon,011405,1405,2000,98.378,SHJ,CMB,SIN,SIN,3.558,52.3868,4365.184,145.6345,87818.6654,84694.0795,55.5172,25.3286,79.8841,7.1808,82.6434,7.9204,102.3803,1.8686,103.9944,1.3502,103.9944,1.3502
Mon,011405,1405,1600,116.4037,SHJ,DXB,SIN,SIN,7.3467,92.0227,5840.9352,0.19231,120067.3893,111246.403,55.5172,25.3286,55.3644,25.2528,57.8339,24.5401,102.3772,2.3358,103.9944,1.3502,103.9944,1.3502
Mon,011405,1405,1735,10.0721,SHJ,BLR,SIN,SIN,5.8399,61.1414,4520.2291,25.8671,95345.2296,89777.1612,55.5172,25.3286,77.7055,13.1989,79.4718,12.4851,102.3032,2.1636,103.9944,1.3502,103.9944,1.3502
Mon,011405,1405,1820,27.02,SHJ,CCU,SIN,SIN,2.5732,43.249,4466.9432,194.9122,88804.9884,86519.8157,55.5172,25.3286,88.4467,22.6547,90.524,15.016,102.8263,2.5786,103.9944,1.3502,103.9944,1.3502
Mon,011405,1405,1745,20.4946,SHJ,MAA,SIN,SIN,4.9471,57.593,4385.2405,11.0496,88935.8053,84536.0713,55.5172,25.3286,80.1805,12.9944,81.9444,12.2083,102.4886,2.1291,103.9944,1.3502,103.9944,1.3502
Mon,011405,1405,1030,185.6857,SHJ,LHR,SIN,SIN,2.6363,61.1488,8544.3774,370.6575,207605.195,202132.0252,55.5172,25.3286,-0.46139,51.4775,60.1134,25.6663,102.5499,2.3147,103.9944,1.3502,103.9944,1.3502
Mon,011405,1405,1935,704.0814,SHJ,LHR,SIN,SIN,5.3533,63.5804,8576.3264,434.5554,162476.6669,153778.7936,55.5172,25.3286,-0.46139,51.4775,57.1217,24.8097,102.3778,2.3368,103.9944,1.3502,103.9944,1.3502
Mon,011405,1405,2105,619.3143,SHJ,LHR,SIN,SIN,2.6363,61.1488,8544.3774,370.6575,207605.195,202132.0252,55.5172,25.3286,-0.46139,51.4775,60.1134,25.6663,102.5499,2.3147,103.9944,1.3502,103.9944,1.3502
Mon,011405,1405,0915,132.4441,SHJ,AMS,SIN,SIN,5.6912,64.8614,8409.914,470.9066,153654.118,144909.3373,55.5172,25.3286,4.7639,52.3086,57.1217,24.8097,102.3925,2.3278,103.9944,1.3502,103.9944,1.3502
